url,http://datalab.naver.com/keyword/trendResult.naver?hashKey=N_6cbe446d5f92970bf65f313182c295cd
2022-12-03,1.99018
2022-12-04,2.54403
2022-12-05,3.91685
2022-12-06,3.70575
2022-12-07,4.06598
2022-12-08,4.26475
2022-12-09,4.20715
2022-12-10,3.64982
2022-12-11,4.06508
2022-12-12,5.97826
2022-12-13,5.29301
2022-12-14,4.99127
2022-12-15,4.75419
2022-12-16,4.66908
2022-12-17,4.22425
2022-12-18,4.63424
2022-12-19,6.75877
2022-12-20,6.27884
2022-12-21,5.88171
2022-12-22,5.75108
2022-12-23,5.27745
2022-12-24,4.70199
2022-12-25,5.1359
2022-12-26,7.75927
2022-12-27,7.12647
2022-12-28,6.53456
2022-12-29,6.0401
2022-12-30,5.66764
2022-12-31,4.75496
2023-01-01,4.6498
2023-01-02,6.60038
2023-01-03,5.85394
2023-01-04,5.22847
2023-01-05,4.8609
2023-01-06,4.4144
2023-01-07,3.52537
2023-01-08,3.51958
2023-01-09,4.40835
2023-01-10,3.61665
2023-01-11,3.27287
2023-01-12,2.8945
2023-01-13,2.6195
2023-01-14,2.05639
2023-01-15,2.05099
2023-01-16,2.55033
2023-01-17,2.18611
2023-01-18,1.98246
2023-01-19,1.82986
2023-01-20,1.60834
2023-01-21,1.2733
2023-01-22,1.24309
2023-01-23,1.45599
2023-01-24,1.6428
2023-01-25,1.93477
2023-01-26,1.64768
2023-01-27,1.34234
2023-01-28,1.08097
2023-01-29,1.12699
2023-01-30,1.50009
2023-01-31,1.24656
2023-02-01,1.16466
2023-02-02,1.0316
2023-02-03,1.01669
2023-02-04,0.83811
2023-02-05,0.89133
2023-02-06,1.21185
2023-02-07,1.06258
2023-02-08,0.96552
2023-02-09,0.95047
2023-02-10,0.89275
2023-02-11,0.74554
2023-02-12,0.8115
2023-02-13,1.10501
2023-02-14,0.92476
2023-02-15,0.89313
2023-02-16,0.83991
2023-02-17,0.76907
2023-02-18,0.68615
2023-02-19,0.70684
2023-02-20,0.95845
2023-02-21,0.86678
2023-02-22,0.83412
2023-02-23,0.7872
2023-02-24,0.7152
2023-02-25,0.58419
2023-02-26,0.62803
2023-02-27,0.79118
2023-02-28,0.71199
2023-03-01,0.60579
2023-03-02,0.7269
2023-03-03,0.65542
2023-03-04,0.54562
2023-03-05,0.60978
2023-03-06,0.83644
2023-03-07,0.77987
2023-03-08,0.71996
2023-03-09,0.74233
2023-03-10,0.6414
2023-03-11,0.60361
2023-03-12,0.66506
2023-03-13,0.9164
2023-03-14,0.83849
2023-03-15,0.77395
2023-03-16,0.72291
2023-03-17,0.7467
2023-03-18,0.65799
2023-03-19,0.74708
2023-03-20,1.06708
2023-03-21,0.96192
2023-03-22,0.81587
2023-03-23,0.86459
2023-03-24,0.82757
2023-03-25,0.69399
2023-03-26,0.74361
2023-03-27,1.12365
2023-03-28,0.99727
2023-03-29,0.96577
2023-03-30,0.96462
2023-03-31,0.84158
2023-04-01,0.73783
2023-04-02,0.83541
2023-04-03,1.29104
2023-04-04,1.19976
2023-04-05,1.13278
2023-04-06,1.1027
2023-04-07,1.00871
2023-04-08,0.98956
2023-04-09,1.09292
2023-04-10,1.69011
2023-04-11,1.45561
2023-04-12,1.36677
2023-04-13,1.34273
2023-04-14,1.32138
2023-04-15,1.22959
2023-04-16,1.36471
2023-04-17,2.05395
2023-04-18,1.82677
2023-04-19,1.68844
2023-04-20,1.763
2023-04-21,1.72315
2023-04-22,1.42604
2023-04-23,1.41819
2023-04-24,2.01525
2023-04-25,1.65552
2023-04-26,1.54097
2023-04-27,1.46872
2023-04-28,1.38695
2023-04-29,1.21005
2023-04-30,1.21725
2023-05-01,1.62544
2023-05-02,1.79515
2023-05-03,1.64717
2023-05-04,1.54933
2023-05-05,1.23602
2023-05-06,1.45921
2023-05-07,1.59073
2023-05-08,2.19717
2023-05-09,1.95225
2023-05-10,1.8728
2023-05-11,1.89491
2023-05-12,1.73228
2023-05-13,1.5591
2023-05-14,1.68792
2023-05-15,2.60665
2023-05-16,2.22082
2023-05-17,2.05639
2023-05-18,1.93065
2023-05-19,1.73793
2023-05-20,1.5834
2023-05-21,1.69255
2023-05-22,2.47101
2023-05-23,2.0272
2023-05-24,1.83153
2023-05-25,1.73498
2023-05-26,1.5744
2023-05-27,1.24669
2023-05-28,1.89247
2023-05-29,2.18997
2023-05-30,2.51858
2023-05-31,1.9286
2023-06-01,1.66002
2023-06-02,1.44738
2023-06-03,1.20889
2023-06-04,1.2985
2023-06-05,1.66054
2023-06-06,1.22805
2023-06-07,1.58674
2023-06-08,1.27214
2023-06-09,1.08007
2023-06-10,0.87938
2023-06-11,0.95356
2023-06-12,1.21647
2023-06-13,1.0307
2023-06-14,0.97889
2023-06-15,0.90599
2023-06-16,0.80584
2023-06-17,0.6747
2023-06-18,0.6882
2023-06-19,0.98544
2023-06-20,0.81741
2023-06-21,0.77627
2023-06-22,0.72304
2023-06-23,0.67997
2023-06-24,0.58612
2023-06-25,0.62071
2023-06-26,0.8133
2023-06-27,0.72896
2023-06-28,0.699
2023-06-29,0.71057
2023-06-30,0.61363
2023-07-01,0.53161
2023-07-02,0.62083
2023-07-03,0.82075
2023-07-04,0.74541
2023-07-05,0.70852
2023-07-06,0.70209
2023-07-07,0.68859
2023-07-08,0.56529
2023-07-09,0.61788
2023-07-10,0.88066
2023-07-11,0.72716
2023-07-12,0.74683
2023-07-13,0.72754
2023-07-14,0.66699
2023-07-15,0.57931
2023-07-16,0.66339
2023-07-17,0.92566
2023-07-18,0.82924
2023-07-19,0.7863
2023-07-20,0.816
2023-07-21,0.81715
2023-07-22,0.71134
2023-07-23,0.90869
2023-07-24,1.37384
2023-07-25,1.27369
2023-07-26,1.18112
2023-07-27,1.13381
2023-07-28,1.02131
2023-07-29,0.79723
2023-07-30,0.81047
2023-07-31,1.07878
2023-08-01,0.94006
2023-08-02,0.92888
2023-08-03,0.89931
2023-08-04,0.76084
2023-08-05,0.63858
2023-08-06,0.68023
2023-08-07,0.84479
2023-08-08,0.74091
2023-08-09,0.67213
2023-08-10,0.59139
2023-08-11,0.58586
2023-08-12,0.4573
2023-08-13,0.58625
2023-08-14,0.7944
2023-08-15,0.64758
2023-08-16,0.77807
2023-08-17,0.67792
2023-08-18,0.60875
2023-08-19,0.45267
2023-08-20,0.48327
2023-08-21,0.66532
2023-08-22,0.56452
2023-08-23,0.57738
2023-08-24,0.52775
2023-08-25,0.5167
2023-08-26,0.40793
2023-08-27,0.45974
2023-08-28,0.61492
2023-08-29,0.55745
2023-08-30,0.55244
2023-08-31,0.56002
2023-09-01,0.5248
2023-09-02,0.43403
2023-09-03,0.4771
2023-09-04,0.70877
2023-09-05,0.64526
2023-09-06,0.60695
2023-09-07,0.66673
2023-09-08,0.62058
2023-09-09,0.48173
2023-09-10,0.52261
2023-09-11,0.81445
2023-09-12,0.73487
2023-09-13,0.68345
2023-09-14,0.85392
2023-09-15,1.01874
2023-09-16,0.69142
2023-09-17,0.72561
2023-09-18,1.13972
2023-09-19,1.18279
2023-09-20,1.24296
2023-09-21,1.15541
2023-09-22,1.12339
2023-09-23,1.00884
2023-09-24,0.98699
2023-09-25,1.61888
2023-09-26,1.28899
2023-09-27,1.10038
2023-09-28,0.88259
2023-09-29,0.95806
2023-09-30,1.10141
2023-10-01,1.03198
2023-10-02,1.17199
2023-10-03,1.21776
2023-10-04,1.66054
2023-10-05,1.52079
2023-10-06,1.49662
2023-10-07,1.44416
2023-10-08,1.39107
2023-10-09,1.43863
2023-10-10,2.48798
2023-10-11,1.97822
2023-10-12,1.82407
2023-10-13,1.75799
2023-10-14,1.41228
2023-10-15,1.42076
2023-10-16,2.41084
2023-10-17,2.14857
2023-10-18,2.07657
2023-10-19,2.3058
2023-10-20,2.25901
2023-10-21,1.95212
2023-10-22,2.20334
2023-10-23,3.83727
2023-10-24,3.458
2023-10-25,3.44347
2023-10-26,3.62552
2023-10-27,3.43473
2023-10-28,3.14662
2023-10-29,3.30154
2023-10-30,5.07188
2023-10-31,4.56212
2023-11-01,4.26217
2023-11-02,4.09928
2023-11-03,3.91492
2023-11-04,3.10432
2023-11-05,3.15999
2023-11-06,4.20226
2023-11-07,3.25963
2023-11-08,3.04852
2023-11-09,3.04184
2023-11-10,2.64612
2023-11-11,2.24769
2023-11-12,2.4084
2023-11-13,3.57448
2023-11-14,3.15189
2023-11-15,3.07231
2023-11-16,2.99093
2023-11-17,2.95647
2023-11-18,2.49737
2023-11-19,2.81184
2023-11-20,4.30602
2023-11-21,3.94565
2023-11-22,3.92328
2023-11-23,4.14415
2023-11-24,3.68273
2023-11-25,3.09082
2023-11-26,3.51277
2023-11-27,5.53111
2023-11-28,4.83634
2023-11-29,4.63476
2023-11-30,4.33019
2023-12-01,4.19416
2023-12-02,3.81348
2023-12-03,4.2272
2023-12-04,6.56297
2023-12-05,6.03624
2023-12-06,6.13061
2023-12-07,6.19682
2023-12-08,6.06427
2023-12-09,5.06596
2023-12-10,5.11417
2023-12-11,6.95136
2023-12-12,5.32026
2023-12-13,4.72835
2023-12-14,4.32581
2023-12-15,4.04027
2023-12-16,3.11396
2023-12-17,3.21051
2023-12-18,4.47135
2023-12-19,3.90168
2023-12-20,3.52563
2023-12-21,3.24536
2023-12-22,3.10046
2023-12-23,2.82328
2023-12-24,2.75964
2023-12-25,3.35245
2023-12-26,5.14246
2023-12-27,4.53203
2023-12-28,4.43034
2023-12-29,4.04516
2023-12-30,3.46893
2023-12-31,3.19406
2024-01-01,3.63941
2024-01-02,4.99062
2024-01-03,4.1277
2024-01-04,3.74624
2024-01-05,3.44245
2024-01-06,2.83125
2024-01-07,2.74434
2024-01-08,3.32198
2024-01-09,3.03862
2024-01-10,2.80078
2024-01-11,2.71091
2024-01-12,2.47422
2024-01-13,2.05549
2024-01-14,2.07786
2024-01-15,2.71297
2024-01-16,2.35774
2024-01-17,2.24692
2024-01-18,2.07876
2024-01-19,2.11939
2024-01-20,1.76545
2024-01-21,1.68959
2024-01-22,2.20501
2024-01-23,1.79103
2024-01-24,1.63032
2024-01-25,1.5582
2024-01-26,1.44571
2024-01-27,1.21378
2024-01-28,1.26147
2024-01-29,1.78422
2024-01-30,1.5366
2024-01-31,1.40906
2024-02-01,1.39904
2024-02-02,1.37307
2024-02-03,1.06824
2024-02-04,1.14911
2024-02-05,1.54444
2024-02-06,1.32987
2024-02-07,1.18729
2024-02-08,1.0793
2024-02-09,0.86562
2024-02-10,0.76907
2024-02-11,0.93068
2024-02-12,1.07865
2024-02-13,1.38939
2024-02-14,1.15914
2024-02-15,0.98416
2024-02-16,0.84055
2024-02-17,0.73821
2024-02-18,0.71893
2024-02-19,0.98943
2024-02-20,0.77241
2024-02-21,0.73333
2024-02-22,0.69244
2024-02-23,0.63793
2024-02-24,0.53598
2024-02-25,0.54177
2024-02-26,0.7179
2024-02-27,0.66827
2024-02-28,0.63241
2024-02-29,0.57481
2024-03-01,0.44933
2024-03-02,0.5086
2024-03-03,0.48841
2024-03-04,0.654
2024-03-05,0.59872
2024-03-06,0.59152
2024-03-07,0.55964
2024-03-08,0.51438
2024-03-09,0.45267
2024-03-10,0.49291
2024-03-11,0.69064
2024-03-12,0.60618
2024-03-13,0.58599
2024-03-14,0.58651
2024-03-15,0.56799
2024-03-16,0.49137
2024-03-17,0.53341
2024-03-18,0.7575
2024-03-19,0.70517
2024-03-20,0.67046
2024-03-21,0.62559
2024-03-22,0.59949
2024-03-23,0.5113
2024-03-24,0.54627
2024-03-25,0.75673
2024-03-26,0.68563
2024-03-27,0.61402
2024-03-28,0.61042
2024-03-29,0.55475
2024-03-30,0.45691
2024-03-31,0.49587
2024-04-01,0.68229
2024-04-02,0.63369
2024-04-03,0.62611
2024-04-04,0.57674
2024-04-05,0.52171
2024-04-06,0.4267
2024-04-07,0.44162
2024-04-08,0.66943
2024-04-09,0.52287
2024-04-10,0.4339
2024-04-11,0.56208
2024-04-12,0.47401
2024-04-13,0.38003
2024-04-14,0.39379
2024-04-15,0.60129
2024-04-16,0.51078
2024-04-17,0.47658
2024-04-18,0.4492
2024-04-19,0.424
2024-04-20,0.35316
2024-04-21,0.35676
2024-04-22,0.50821
2024-04-23,0.44149
2024-04-24,0.41037
2024-04-25,0.37849
2024-04-26,0.3673
2024-04-27,0.30392
2024-04-28,0.30842
2024-04-29,0.45409
2024-04-30,0.37309
2024-05-01,0.31781
2024-05-02,0.3799
2024-05-03,0.32604
2024-05-04,0.27641
2024-05-05,0.27435
2024-05-06,0.33092
2024-05-07,0.43776
2024-05-08,0.38299
2024-05-09,0.37399
2024-05-10,0.34931
2024-05-11,0.28785
2024-05-12,0.28747
2024-05-13,0.43994
2024-05-14,0.35676
2024-05-15,0.31331
2024-05-16,0.39405
2024-05-17,0.33915
2024-05-18,0.27037
2024-05-19,0.28155
2024-05-20,0.41706
2024-05-21,0.36898
2024-05-22,0.35933
2024-05-23,0.33118
2024-05-24,0.30996
2024-05-25,0.25095
2024-05-26,0.27821
2024-05-27,0.37759
2024-05-28,0.34892
2024-05-29,0.33465
2024-05-30,0.31729
2024-05-31,0.29107
2024-06-01,0.23103
2024-06-02,0.25172
2024-06-03,0.36345
2024-06-04,0.31009
2024-06-05,0.29737
2024-06-06,0.24491
2024-06-07,0.28927
2024-06-08,0.23295
2024-06-09,0.24285
2024-06-10,0.32424
2024-06-11,0.30148
2024-06-12,0.29081
2024-06-13,0.27834
2024-06-14,0.25931
2024-06-15,0.20956
2024-06-16,0.21958
2024-06-17,0.31626
2024-06-18,0.27885
2024-06-19,0.26754
2024-06-20,0.24671
2024-06-21,0.24465
2024-06-22,0.19053
2024-06-23,0.19644
2024-06-24,0.27821
2024-06-25,0.2453
2024-06-26,0.23913
2024-06-27,0.24658
2024-06-28,0.21084
2024-06-29,0.19143
2024-06-30,0.2012
2024-07-01,0.26664
2024-07-02,0.24375
2024-07-03,0.24118
2024-07-04,0.23771
2024-07-05,0.23591
2024-07-06,0.19876
2024-07-07,0.20133
2024-07-08,0.28914
2024-07-09,0.28245
2024-07-10,0.27962
2024-07-11,0.26947
2024-07-12,0.24324
2024-07-13,0.21791
2024-07-14,0.22768
2024-07-15,0.32655
2024-07-16,0.31549
2024-07-17,0.29737
2024-07-18,0.29171
2024-07-19,0.28399
2024-07-20,0.24208
2024-07-21,0.25725
2024-07-22,0.34442
2024-07-23,0.33388
2024-07-24,0.31781
2024-07-25,0.31511
2024-07-26,0.28965
2024-07-27,0.24954
2024-07-28,0.27435
2024-07-29,0.37116
2024-07-30,0.35548
2024-07-31,0.35316
2024-08-01,0.32899
2024-08-02,0.33105
2024-08-03,0.28837
2024-08-04,0.31511
2024-08-05,0.4096
2024-08-06,0.36923
2024-08-07,0.3772
2024-08-08,0.3871
2024-08-09,0.34648
2024-08-10,0.28579
2024-08-11,0.28605
2024-08-12,0.41217
2024-08-13,0.37772
2024-08-14,0.33902
2024-08-15,0.26227
2024-08-16,0.34622
2024-08-17,0.25571
2024-08-18,0.28078
2024-08-19,0.40947
2024-08-20,0.35792
2024-08-21,0.34236
2024-08-22,0.32411
2024-08-23,0.29377
2024-08-24,0.22318
2024-08-25,0.24915
2024-08-26,0.34673
2024-08-27,0.30598
2024-08-28,0.30058
2024-08-29,0.29955
2024-08-30,0.25095
2024-08-31,0.20596
2024-09-01,0.22627
2024-09-02,0.31974
2024-09-03,0.30084
2024-09-04,0.28477
2024-09-05,0.28734
2024-09-06,0.27294
2024-09-07,0.20043
2024-09-08,0.20506
2024-09-09,0.32012
2024-09-10,0.30264
2024-09-11,0.29068
2024-09-12,0.26972
2024-09-13,0.25494
2024-09-14,0.19541
2024-09-15,0.17446
2024-09-16,0.18731
2024-09-17,0.1886
2024-09-18,0.24825
2024-09-19,0.40317
2024-09-20,0.45781
2024-09-21,0.29132
2024-09-22,0.27667
2024-09-23,0.44766
2024-09-24,0.44714
2024-09-25,0.39006
2024-09-26,0.42246
2024-09-27,0.37463
2024-09-28,0.28232
2024-09-29,0.28631
2024-09-30,0.42734
2024-10-01,0.35303
2024-10-02,0.5518
2024-10-03,0.41924
2024-10-04,0.59499
2024-10-05,0.40845
2024-10-06,0.39726
2024-10-07,0.62199
2024-10-08,0.56851
2024-10-09,0.41397
2024-10-10,0.62186
2024-10-11,0.59191
2024-10-12,0.43827
2024-10-13,0.42696
2024-10-14,0.7377
2024-10-15,0.6792
2024-10-16,0.61839
2024-10-17,0.61698
2024-10-18,0.66673
2024-10-19,0.54215
2024-10-20,0.47504
2024-10-21,0.81137
2024-10-22,0.70479
2024-10-23,0.66969
2024-10-24,0.65735
2024-10-25,0.6549
2024-10-26,0.50371
2024-10-27,0.50873
2024-10-28,0.85945
2024-10-29,0.76573
2024-10-30,0.7008
2024-10-31,0.68049
2024-11-01,0.64693
2024-11-02,0.51773
2024-11-03,0.52762
2024-11-04,0.80044
2024-11-05,0.7035
2024-11-06,0.73179
2024-11-07,0.74786
2024-11-08,0.65735
2024-11-09,0.53135
2024-11-10,0.49921
2024-11-11,0.72613
2024-11-12,0.68023
2024-11-13,0.63125
2024-11-14,0.60528
2024-11-15,0.57995
2024-11-16,0.4753
2024-11-17,0.48031
2024-11-18,0.71482
2024-11-19,0.69167
2024-11-20,0.64089
2024-11-21,0.63151
2024-11-22,0.58201
2024-11-23,0.46321
2024-11-24,0.4726
2024-11-25,0.68717
2024-11-26,0.63819
2024-11-27,0.54575
2024-11-28,0.58561
2024-11-29,0.56439
2024-11-30,0.47311
2024-12-01,0.47774
2024-12-02,0.72844
2024-12-03,0.69553
2024-12-04,0.63022
2024-12-05,0.69026
2024-12-06,0.67637
2024-12-07,0.54421
2024-12-08,0.62058
2024-12-09,1.02813
2024-12-10,0.93723
2024-12-11,0.94199
2024-12-12,1.01411
2024-12-13,1.04574
2024-12-14,0.93698
2024-12-15,1.05037
2024-12-16,1.83024
2024-12-17,1.84991
2024-12-18,1.97462
2024-12-19,2.349
2024-12-20,3.16037
2024-12-21,2.81479
2024-12-22,3.06871
2024-12-23,5.28504
2024-12-24,4.53949
2024-12-25,4.25935
2024-12-26,7.20811
2024-12-27,6.92514
2024-12-28,6.73525
2024-12-29,7.09549
2024-12-30,10.74081
2024-12-31,8.69226
2025-01-01,7.59355
2025-01-02,11.31575
2025-01-03,11.55565
2025-01-04,10.07755
2025-01-05,9.42752
2025-01-06,13.3517
2025-01-07,11.51426
2025-01-08,11.7134
2025-01-09,9.6295
2025-01-10,9.20472
2025-01-11,7.40983
2025-01-12,7.01346
2025-01-13,10.13669
2025-01-14,8.37715
2025-01-15,6.60977
2025-01-16,6.06118
2025-01-17,5.49755
2025-01-18,4.19146
2025-01-19,4.10455
2025-01-20,5.22384
2025-01-21,4.2416
2025-01-22,3.72092
2025-01-23,3.25268
2025-01-24,2.85876
2025-01-25,2.37266
2025-01-26,2.26171
2025-01-27,2.15204
2025-01-28,1.73961
2025-01-29,1.69615
2025-01-30,1.95135
2025-01-31,2.24795
2025-02-01,1.60448
2025-02-02,1.5582
2025-02-03,2.78008
2025-02-04,2.49659
2025-02-05,2.35916
2025-02-06,2.17184
2025-02-07,1.89954
2025-02-08,1.41986
2025-02-09,1.40637
2025-02-10,1.75092
2025-02-11,1.41511
2025-02-12,1.20825
2025-02-13,1.13651
2025-02-14,1.0946
2025-02-15,0.87179
2025-02-16,0.88221
2025-02-17,1.18613
2025-02-18,1.03301
2025-02-19,0.96192
2025-02-20,0.86896
2025-02-21,0.79903
2025-02-22,0.70504
2025-02-23,0.67406
2025-02-24,0.92335
2025-02-25,0.82345
2025-02-26,0.7674
2025-02-27,0.7422
2025-02-28,0.69797
2025-03-01,0.55141
2025-03-02,0.55655
2025-03-03,0.61119
2025-03-04,0.72163
2025-03-05,0.67907
2025-03-06,0.64166
2025-03-07,0.58586
2025-03-08,0.52094
2025-03-09,0.55192
2025-03-10,0.7422
2025-03-11,0.69874
2025-03-12,0.66866
2025-03-13,0.65979
2025-03-14,0.6477
2025-03-15,0.55205
2025-03-16,0.59191
2025-03-17,0.87449
2025-03-18,0.84531
2025-03-19,0.7854
2025-03-20,0.80635
2025-03-21,0.78373
2025-03-22,0.66802
2025-03-23,0.76033
2025-03-24,1.19655
2025-03-25,1.01373
2025-03-26,0.88221
2025-03-27,0.87886
2025-03-28,0.762
2025-03-29,0.62572
2025-03-30,0.65388
2025-03-31,1.01566
2025-04-01,0.87989
2025-04-02,0.84029
2025-04-03,0.86369
2025-04-04,0.77665
2025-04-05,0.71919
2025-04-06,0.72664
2025-04-07,1.17521
2025-04-08,1.0487
2025-04-09,1.02311
2025-04-10,0.95317
2025-04-11,0.91589
2025-04-12,0.85495
2025-04-13,0.84942
2025-04-14,1.21725
2025-04-15,1.06503
2025-04-16,1.00601
2025-04-17,0.95742
2025-04-18,0.90239
2025-04-19,0.74104
2025-04-20,0.67432
2025-04-21,1.0271
2025-04-22,0.82718
2025-04-23,0.73616
2025-04-24,0.69232
2025-04-25,0.61723
2025-04-26,0.52801
2025-04-27,0.50718
2025-04-28,0.68447
2025-04-29,0.58329
2025-04-30,0.5437
2025-05-01,0.45743
2025-05-02,0.4834
2025-05-03,0.39726
2025-05-04,0.3709
2025-05-05,0.40587
2025-05-06,0.4609
2025-05-07,0.58561
2025-05-08,0.55552
2025-05-09,0.49356
2025-05-10,0.41295
2025-05-11,0.40202
2025-05-12,0.58805
2025-05-13,0.53148
2025-05-14,0.47671
2025-05-15,0.43866
2025-05-16,0.3979
2025-05-17,0.31048
2025-05-18,0.31485
2025-05-19,0.48918
2025-05-20,0.43532
2025-05-21,0.41166
2025-05-22,0.38363
2025-05-23,0.33349
2025-05-24,0.28271
2025-05-25,0.28027
2025-05-26,0.41629
2025-05-27,0.38055
2025-05-28,0.36358
2025-05-29,0.33683
2025-05-30,0.30521
2025-05-31,0.24658
2025-06-01,0.25982
2025-06-02,0.34635
2025-06-03,0.24093
2025-06-04,0.32244
2025-06-05,0.29737
2025-06-06,0.22833
2025-06-07,0.23591
2025-06-08,0.23488
2025-06-09,0.31806
2025-06-10,0.27127
2025-06-11,0.25841
2025-06-12,0.248
2025-06-13,0.23115
2025-06-14,0.18603
2025-06-15,0.18809
2025-06-16,0.24684
2025-06-17,0.23758
2025-06-18,0.21688
2025-06-19,0.22087
2025-06-20,0.19104
2025-06-21,0.1544
2025-06-22,0.15543
2025-06-23,0.24093
2025-06-24,0.21881
2025-06-25,0.20621
2025-06-26,0.21958
2025-06-27,0.19618
2025-06-28,0.14553
2025-06-29,0.16751
2025-06-30,0.23668
2025-07-01,0.20068
2025-07-02,0.18976
2025-07-03,0.18693
2025-07-04,0.17304
2025-07-05,0.15016
2025-07-06,0.1616
2025-07-07,0.22845
2025-07-08,0.20403
2025-07-09,0.19541
2025-07-10,0.1931
2025-07-11,0.17741
2025-07-12,0.14707
2025-07-13,0.14412
2025-07-14,0.22061
2025-07-15,0.21226
2025-07-16,0.19811
2025-07-17,0.19181
2025-07-18,0.17356
2025-07-19,0.13949
2025-07-20,0.13602
2025-07-21,0.21894
2025-07-22,0.2057
2025-07-23,0.1967
2025-07-24,0.19014
2025-07-25,0.18346
2025-07-26,0.1472
2025-07-27,0.15453
2025-07-28,0.21328
2025-07-29,0.19169
2025-07-30,0.18307
2025-07-31,0.17729
2025-08-01,0.15543
2025-08-02,0.14733
2025-08-03,0.1544
2025-08-04,0.20943
2025-08-05,0.18564
2025-08-06,0.19696
2025-08-07,0.17459
2025-08-08,0.16739
2025-08-09,0.14
2025-08-10,0.15003
2025-08-11,0.20724
2025-08-12,0.18397
2025-08-13,0.19593
2025-08-14,0.18127
2025-08-15,0.14952
2025-08-16,0.149
2025-08-17,0.15993
2025-08-18,0.22164
2025-08-19,0.22074
2025-08-20,0.21418
2025-08-21,0.21033
2025-08-22,0.2012
2025-08-23,0.16109
2025-08-24,0.15839
2025-08-25,0.27397
2025-08-26,0.26124
2025-08-27,0.23643
2025-08-28,0.23257
2025-08-29,0.23257
2025-08-30,0.17086
2025-08-31,0.18024
2025-09-01,0.27641
2025-09-02,0.26085
2025-09-03,0.266
2025-09-04,0.26047
2025-09-05,0.28129
2025-09-06,0.26432
2025-09-07,0.22138
2025-09-08,0.36255
2025-09-09,0.36126
2025-09-10,0.34082
2025-09-11,0.32835
2025-09-12,0.32102
2025-09-13,0.22614
2025-09-14,0.239
2025-09-15,0.37952
2025-09-16,0.35843
2025-09-17,0.33311
2025-09-18,0.36589
2025-09-19,0.3736
2025-09-20,0.28155
2025-09-21,0.29531
2025-09-22,0.53534
2025-09-23,0.50898
2025-09-24,0.45833
2025-09-25,0.43853
2025-09-26,0.4141
2025-09-27,0.35432
2025-09-28,0.38093
2025-09-29,0.62302
2025-09-30,0.56491
2025-10-01,0.57249
2025-10-02,0.54601
2025-10-03,0.4393
2025-10-04,0.45807
2025-10-05,0.43146
2025-10-06,0.43107
2025-10-07,0.42477
2025-10-08,0.42413
2025-10-09,0.4627
2025-10-10,0.60258
2025-10-11,0.44419
2025-10-12,0.42143
2025-10-13,0.6504
2025-10-14,0.60823
2025-10-15,0.63266
2025-10-16,0.60823
2025-10-17,1.0919
2025-10-18,0.6972
2025-10-19,0.58304
2025-10-20,1.02247
2025-10-21,0.94147
2025-10-22,0.9398
2025-10-23,0.91833
2025-10-24,0.89635
2025-10-25,0.73847
2025-10-26,0.74297
2025-10-27,1.26559
2025-10-28,1.17212
2025-10-29,1.15682
2025-10-30,1.26379
2025-10-31,1.40778
2025-11-01,1.38181
2025-11-02,1.6239
2025-11-03,3.25294
2025-11-04,3.6835
2025-11-05,3.41198
2025-11-06,3.50467
2025-11-07,3.69186
2025-11-08,3.15909
2025-11-09,3.38973
2025-11-10,4.97468
2025-11-11,4.01379
2025-11-12,3.62771
2025-11-13,3.66923
2025-11-14,4.02433
2025-11-15,3.43692
